Spatial ID,Output DER Types,All Sectors,Act vs Sim,Output Periods,Incremental Count (Calibration),Cumulative Count (Calibration),Incremental MW-AC (Calibration),Cumulative MW-AC (Calibration)
92120,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,4.90194244,139.5533544,0.00122549,0.03488834
92121,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,2.84950706,81.2997414,0.00071238,0.02032494
92122,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,8.04138896,228.13598761,0.00201035,0.057034
92123,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,6.17754759,171.47921845,0.00154439,0.0428698
92124,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,3.93872739,113.2168101,0.00098468,0.0283042
92126,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,9.0950106,261.66242517,0.00227375,0.06541561
92127,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,16.17443745,442.97085485,0.00404361,0.11074271
92128,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,8.87751825,254.95798896,0.00221938,0.0637395
92129,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,11.11355832,311.36924644,0.00277839,0.07784231
92130,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,22.86130065,634.69728487,0.00571533,0.15867432
92131,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,10.40525281,293.27194723,0.00260131,0.07331799
92132,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,0,0,0,0
92136,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,0.05369467,1.58290183,0.00001342,0.00039573
92139,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,1.02465704,29.79360428,0.00025616,0.0074484
92145,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,0.01846949,0.47256843,0.00000462,0.00011814
92152,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,0.02933307,1.25361895,0.00000733,0.0003134
92154,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,3.68621068,106.44667166,0.00092155,0.02661167
92158,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,0,0,0,0
92161,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,0,0,0,0
92173,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,0.60963826,17.80013356,0.00015241,0.00445003
92179,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,0,0,0,0
92182,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,0.21078285,6.22537574,0.0000527,0.00155634
92199,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,0,0,0,0
92536,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,0.01265739,0.39580804,0.00000316,0.00009895
92624,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,1.99337966,55.40779635,0.00049834,0.01385195
92629,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,9.73957067,266.856945,0.00243489,0.06671424
92651,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,2.43546164,69.69143533,0.00060887,0.01742286
92653,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,5.94698646,169.41902721,0.00148675,0.04235476
92656,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,1.7047242,47.28379264,0.00042618,0.01182095
92672,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,15.36550525,425.49573737,0.00384138,0.10637393
92673,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,13.51909935,371.92059581,0.00337977,0.09298015
92674,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,0.1581641,4.67795746,0.00003954,0.00116949
92675,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,9.59407388,265.97423512,0.00239852,0.06649356
92676,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,0.82150036,22.82489774,0.00020538,0.00570622
92677,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,19.28150342,532.53240754,0.00482038,0.1331331
92679,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,4.40095263,123.41517349,0.00110024,0.03085379
92688,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,1.40465355,39.41288577,0.00035116,0.00985322
92690,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,0.19380634,5.66451546,0.00004845,0.00141613
92691,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,2.95029289,83.75087074,0.00073757,0.02093772
92692,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,4.65331484,131.1669878,0.00116333,0.03279175
92693,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,0.05252634,1.57973682,0.00001313,0.00039493
92694,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,16.18695699,443.37877078,0.00404674,0.11084469
92697,Electric Vehicles,Res + NonRes Combined,Simulated,31-Jan-2016,0.62237691,19.41065959,0.00015559,0.00485266
91901,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,2.09711631,63.07253856,0.00052428,0.01576813
91902,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,2.50282899,74.2297517,0.00062571,0.01855744
91905,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.03540556,1.10729607,0.00000885,0.00027682
91906,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.19649285,5.98412904,0.00004912,0.00149603
91910,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,4.32006545,130.44684425,0.00108002,0.03261171
91911,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,3.27533138,99.43811422,0.00081883,0.02485953
91913,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,4.51286334,127.28162622,0.00112822,0.03182041
91914,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,3.23574543,94.05446069,0.00080894,0.02351362
91915,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,3.32445799,95.60560078,0.00083111,0.0239014
91916,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.10483382,3.36486137,0.00002621,0.00084122
91917,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.12278719,3.88893726,0.0000307,0.00097223
91931,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0,0,0,0
91932,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,1.66735503,50.36053315,0.00041684,0.01259013
91934,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.05256517,1.68993254,0.00001314,0.00042248
91935,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,1.48574435,44.77462191,0.00037144,0.01119366
91941,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,5.593138,168.08948064,0.00139828,0.04202237
91942,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,3.13331211,96.35123557,0.00078333,0.02408781
91945,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,1.23290226,37.62952589,0.00030823,0.00940738
91948,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.01750057,0.55872256,0.00000438,0.00013968
91950,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,1.57278855,47.87947447,0.0003932,0.01196987
91962,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.1817338,5.21706094,0.00004543,0.00130427
91963,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.01748897,0.56625955,0.00000437,0.00014156
91977,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,3.03368947,91.33834708,0.00075842,0.02283459
91978,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.52291276,15.46691684,0.00013073,0.00386673
91980,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.01856893,0.41505383,0.00000464,0.00010376
92003,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,1.27708654,37.63536765,0.00031927,0.00940884
92004,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.28052565,8.94120373,0.00007013,0.0022353
92007,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,3.84514098,111.87779819,0.00096129,0.02796945
92008,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,7.25525549,214.03993242,0.00181381,0.05350998
92009,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,15.16024103,431.93211322,0.00379006,0.10798303
92010,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,15.10881611,435.03291411,0.0037772,0.10875823
92011,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,15.13190319,433.43125007,0.00378298,0.10835781
92014,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,9.26482089,271.08912809,0.00231621,0.06777228
92019,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,3.76936127,114.97147634,0.00094234,0.02874287
92020,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,3.33379518,103.85521815,0.00083345,0.0259638
92021,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,3.49664346,107.18660896,0.00087416,0.02679665
92024,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,18.54557391,542.72995548,0.00463639,0.13568249
92025,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,4.27117961,129.40837352,0.00106779,0.03235209
92026,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,5.19610813,158.5035619,0.00129903,0.03962589
92027,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,4.31780283,132.17679828,0.00107945,0.0330442
92028,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,5.21694682,156.24533335,0.00130424,0.03906133
92029,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,4.61365227,138.3826395,0.00115341,0.03459566
92036,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.24810179,7.72735814,0.00006203,0.00193184
92037,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,19.18060896,569.37668152,0.00479515,0.14234417
92040,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,2.82694895,85.87276402,0.00070674,0.02146819
92054,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,4.69795314,140.87960295,0.00117449,0.0352199
92055,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.10482444,3.41645561,0.00002621,0.00085411
92056,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,5.76349964,172.55410808,0.00144087,0.04313853
92057,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,6.09274964,178.61191183,0.00152319,0.04465298
92058,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,2.89994448,85.980622,0.00072499,0.02149516
92059,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.12258987,3.95068649,0.00003065,0.00098767
92060,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.07016341,2.2501798,0.00001754,0.00056254
92061,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.2808251,8.96488064,0.00007021,0.00224122
92064,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,10.86887165,325.47327705,0.00271722,0.08136832
92065,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,4.38971454,132.07116168,0.00109743,0.03301779
92066,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0,0,0,0
92067,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,8.85252188,263.74006805,0.00221313,0.06593502
92068,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0,0,0,0
92069,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,4.98587515,147.74744778,0.00124647,0.03693686
92070,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.07005287,2.25160877,0.00001751,0.0005629
92071,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,4.46106228,134.61493855,0.00111527,0.03365373
92072,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.08754102,2.72072639,0.00002189,0.00068018
92075,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,5.01629247,147.33173248,0.00125407,0.03683293
92078,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,10.80862154,309.55262979,0.00270216,0.07738816
92081,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.08940145,2.70869623,0.00002235,0.00067717
92082,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,2.87466283,87.23091306,0.00071867,0.02180773
92083,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,2.31749149,69.3474258,0.00057937,0.01733686
92084,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,4.92107974,147.18488114,0.00123027,0.03679622
92085,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.03488348,1.10171875,0.00000872,0.00027543
92086,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.12737045,3.60121218,0.00003184,0.0009003
92091,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,3.07514911,89.3441205,0.00076879,0.02233603
92092,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.08970602,2.70054591,0.00002243,0.00067514
92093,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,4.51418169,280.62993521,0.00112855,0.07015748
92096,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.14890736,9.91041353,0.00003723,0.0024776
92101,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,8.40200604,250.36193947,0.0021005,0.06259048
92102,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,2.81933071,84.60926361,0.00070483,0.02115232
92103,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,8.11391333,237.28771117,0.00202848,0.05932193
92104,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,6.05353287,179.047215,0.00151338,0.0447618
92105,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,2.06750172,62.03865197,0.00051688,0.01550966
92106,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,5.68388652,168.64285231,0.00142097,0.04216071
92107,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,5.82745622,172.66985552,0.00145686,0.04316746
92108,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,3.4957496,102.83702439,0.00087394,0.02570926
92109,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,8.98584026,266.5870495,0.00224646,0.06664676
92110,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,3.85176316,113.66537578,0.00096294,0.02841634
92111,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,5.35098603,161.26217723,0.00133775,0.04031554
92112,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.45831338,13.8084815,0.00011458,0.00345212
92113,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,1.92115217,57.74900509,0.00048029,0.01443725
92114,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,2.17287487,65.53767815,0.00054322,0.01638442
92115,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,4.78190624,144.48170658,0.00119548,0.03612043
92116,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,4.97689996,148.4587591,0.00124422,0.03711469
92117,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,7.14299652,214.14029237,0.00178575,0.05353507
92118,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,10.02243932,279.99806338,0.00250561,0.06999952
92119,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,2.80868819,85.21101192,0.00070217,0.02130275
92120,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,4.90194244,144.45529684,0.00122549,0.03611382
92121,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,2.84950706,84.14924846,0.00071238,0.02103731
92122,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,8.04138896,236.17737657,0.00201035,0.05904434
92123,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,6.17754759,177.65676604,0.00154439,0.04441419
92124,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,3.93872739,117.15553749,0.00098468,0.02928888
92126,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,9.0950106,270.75743577,0.00227375,0.06768936
92127,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,16.17443745,459.14529229,0.00404361,0.11478632
92128,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,8.87751825,263.83550722,0.00221938,0.06595888
92129,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,11.11355832,322.48280476,0.00277839,0.0806207
92130,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,22.86130065,657.55858552,0.00571533,0.16438965
92131,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,10.40525281,303.67720004,0.00260131,0.0759193
92132,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0,0,0,0
92136,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.05369467,1.6365965,0.00001342,0.00040915
92139,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,1.02465704,30.81826132,0.00025616,0.00770457
92145,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.01846949,0.49103792,0.00000462,0.00012276
92152,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.02933307,1.28295202,0.00000733,0.00032074
92154,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,3.68621068,110.13288234,0.00092155,0.02753322
92158,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0,0,0,0
92161,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0,0,0,0
92173,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.60963826,18.40977181,0.00015241,0.00460244
92179,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0,0,0,0
92182,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.21078285,6.43615859,0.0000527,0.00160904
92199,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0,0,0,0
92536,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.01265739,0.40846542,0.00000316,0.00010212
92624,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,1.99337966,57.40117601,0.00049834,0.01435029
92629,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,9.73957067,276.59651567,0.00243489,0.06914913
92651,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,2.43546164,72.12689697,0.00060887,0.01803172
92653,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,5.94698646,175.36601366,0.00148675,0.0438415
92656,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,1.7047242,48.98851685,0.00042618,0.01224713
92672,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,15.36550525,440.86124262,0.00384138,0.11021531
92673,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,13.51909935,385.43969516,0.00337977,0.09635992
92674,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.1581641,4.83612156,0.00003954,0.00120903
92675,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,9.59407388,275.568309,0.00239852,0.06889208
92676,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.82150036,23.6463981,0.00020538,0.0059116
92677,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,19.28150342,551.81391096,0.00482038,0.13795348
92679,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,4.40095263,127.81612612,0.00110024,0.03195403
92688,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,1.40465355,40.81753932,0.00035116,0.01020438
92690,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.19380634,5.85832181,0.00004845,0.00146458
92691,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,2.95029289,86.70116363,0.00073757,0.02167529
92692,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,4.65331484,135.82030264,0.00116333,0.03395508
92693,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.05252634,1.63226316,0.00001313,0.00040807
92694,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,16.18695699,459.56572777,0.00404674,0.11489143
92697,Electric Vehicles,Res + NonRes Combined,Simulated,28-Feb-2016,0.62237691,20.0330365,0.00015559,0.00500826
91901,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,2.09711631,65.16965487,0.00052428,0.01629241
91902,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,2.50282899,76.73258069,0.00062571,0.01918315
91905,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,0.03540556,1.14270162,0.00000885,0.00028568
91906,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,0.19649285,6.18062189,0.00004912,0.00154516
91910,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,4.32006545,134.7669097,0.00108002,0.03369173
91911,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,3.27533138,102.7134456,0.00081883,0.02567836
91913,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,4.51286334,131.79448956,0.00112822,0.03294862
91914,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,3.23574543,97.29020612,0.00080894,0.02432255
91915,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,3.32445799,98.93005877,0.00083111,0.02473251
91916,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,0.10483382,3.46969519,0.00002621,0.00086742
91917,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,0.12278719,4.01172445,0.0000307,0.00100293
91931,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,0,0,0,0
91932,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,1.66735503,52.02788818,0.00041684,0.01300697
91934,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,0.05256517,1.7424977,0.00001314,0.00043562
91935,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,1.48574435,46.26036626,0.00037144,0.01156509
91941,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,5.593138,173.68261865,0.00139828,0.04342065
91942,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,3.13331211,99.48454768,0.00078333,0.02487114
91945,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,1.23290226,38.86242815,0.00030823,0.00971561
91948,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,0.01750057,0.57622313,0.00000438,0.00014406
91950,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,1.57278855,49.45226302,0.0003932,0.01236307
91962,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,0.1817338,5.39879474,0.00004543,0.0013497
91963,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,0.01748897,0.58374852,0.00000437,0.00014594
91977,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,3.03368947,94.37203655,0.00075842,0.02359301
91978,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,0.52291276,15.98982961,0.00013073,0.00399746
91980,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,0.01856893,0.43362275,0.00000464,0.00010841
92003,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,1.27708654,38.91245419,0.00031927,0.00972811
92004,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,0.28052565,9.22172939,0.00007013,0.00230543
92007,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,3.84514098,115.72293918,0.00096129,0.02893073
92008,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,7.25525549,221.29518791,0.00181381,0.0553238
92009,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,15.16024103,447.09235425,0.00379006,0.11177309
92010,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,15.10881611,450.14173022,0.0037772,0.11253543
92011,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,15.13190319,448.56315326,0.00378298,0.11214079
92014,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,9.26482089,280.35394898,0.00231621,0.07008849
92019,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,3.76936127,118.74083761,0.00094234,0.02968521
92020,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,3.33379518,107.18901333,0.00083345,0.02679725
92021,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,3.49664346,110.68325242,0.00087416,0.02767081
92024,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,18.54557391,561.27552939,0.00463639,0.14031888
92025,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,4.27117961,133.67955313,0.00106779,0.03341989
92026,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,5.19610813,163.69967003,0.00129903,0.04092492
92027,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,4.31780283,136.49460111,0.00107945,0.03412365
92028,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,5.21694682,161.46228017,0.00130424,0.04036557
92029,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,4.61365227,142.99629177,0.00115341,0.03574907
92036,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,0.24810179,7.97545992,0.00006203,0.00199386
92037,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,19.18060896,588.55729048,0.00479515,0.14713932
92040,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,2.82694895,88.69971296,0.00070674,0.02217493
92054,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,4.69795314,145.57755609,0.00117449,0.03639439
92055,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,0.10482444,3.52128005,0.00002621,0.00088032
92056,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,5.76349964,178.31760772,0.00144087,0.0445794
92057,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,6.09274964,184.70466147,0.00152319,0.04617617
92058,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,2.89994448,88.88056649,0.00072499,0.02222014
92059,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,0.12258987,4.07327636,0.00003065,0.00101832
92060,Electric Vehicles,Res + NonRes Combined,Simulated,31-Mar-2016,0.07016341,2.32034321,0.00001754,0.00058009
