Record,Utility,Service Zip,System Size DC,System Size AC,Customer Sector,App Approved Date
1007,JEA,All,1.77,1.475,Residential,10/16/2017
1008,JEA,All,10.44,8.7,Residential,8/25/2017
1009,JEA,All,9.1,7.583333333,Residential,8/28/2017
1010,JEA,All,5.22,4.35,Residential,11/9/2017
1011,JEA,All,8.12,6.766666667,Residential,4/4/2018
1012,JEA,All,6.38,5.316666667,Residential,10/3/2017
1013,JEA,All,8.12,6.766666667,Residential,12/19/2017
1014,JEA,All,7.08,5.9,Residential,8/30/2017
1015,JEA,All,5.6,4.666666667,Residential,9/1/2017
1016,JEA,All,10.64,8.866666667,Residential,9/1/2017
1017,JEA,All,7,5.833333333,Residential,9/20/2017
1018,JEA,All,4.9,4.083333333,Residential,9/20/2017
1019,JEA,All,7.08,5.9,Residential,8/30/2017
1020,JEA,All,5.7,4.75,Residential,4/2/2018
1021,JEA,All,11.22,9.35,Residential,8/30/2017
1022,JEA,All,11.34,9.45,Residential,11/3/2017
1023,JEA,All,9.12,7.6,Residential,9/25/2017
1024,JEA,All,6.84,5.7,Residential,9/25/2017
1025,JEA,All,3,2.5,Residential,9/20/2017
1026,JEA,All,6.27,5.225,Residential,10/31/2017
1027,JEA,All,5.7,4.75,Residential,11/8/2017
1028,JEA,All,8.12,6.766666667,Residential,10/26/2017
1029,JEA,All,2.8,2.333333333,Residential,9/21/2017
1030,JEA,All,5.02,4.183333333,Residential,9/6/2017
1031,JEA,All,3.5,2.916666667,Residential,9/21/2017
1032,JEA,All,17.1,14.25,Residential,10/30/2017
1033,JEA,All,7.92,6.6,Residential,11/20/2017
1034,JEA,All,2.85,2.375,Residential,10/23/2017
1035,JEA,All,7.08,5.9,Residential,9/25/2017
1036,JEA,All,9.44,7.866666667,Residential,9/29/2017
1037,JEA,All,15.045,12.5375,Residential,10/2/2017
1038,JEA,All,7.08,5.9,Residential,9/25/2017
1039,JEA,All,4.72,3.933333333,Residential,10/2/2017
1040,JEA,All,4.9,4.083333333,Residential,10/11/2017
1041,JEA,All,13.2,11,Residential,10/23/2017
1042,JEA,All,10.62,8.85,Residential,9/29/2017
1043,JEA,All,7.26,6.05,Residential,10/12/2017
1044,JEA,All,7.08,5.9,Residential,11/6/2017
1045,JEA,All,5.22,4.35,Residential,11/6/2017
1046,JEA,All,3.5,2.916666667,Residential,10/17/2017
1047,JEA,All,12.6,10.5,Residential,11/6/2017
1048,JEA,All,5.04,4.2,Residential,11/6/2017
1049,JEA,All,6.27,5.225,Residential,11/6/2017
1050,JEA,All,4.845,4.0375,NonResidential,11/7/2017
1051,JEA,All,7.98,6.65,Residential,4/10/2018
1052,JEA,All,7.98,6.65,Residential,11/3/2017
1053,JEA,All,5.695,4.745833333,Residential,10/11/2017
1054,JEA,All,6.27,5.225,Residential,1/10/2018
1055,JEA,All,3.99,3.325,Residential,3/28/2018
1056,JEA,All,4.2,3.5,Residential,10/19/2017
1057,JEA,All,7.97,6.641666667,Residential,10/13/2017
1058,JEA,All,8.26,6.883333333,Residential,10/14/2017
1059,JEA,All,7.67,6.391666667,Residential,10/16/2017
1060,JEA,All,3.42,2.85,Residential,1/5/2018
1061,JEA,All,8.26,6.883333333,Residential,11/7/2017
1062,JEA,All,3.5,2.916666667,Residential,11/2/2017
1063,JEA,All,4.2,3.5,Residential,11/7/2017
1064,JEA,All,6.3,5.25,Residential,11/7/2017
1065,JEA,All,9,7.5,Residential,10/30/2017
1066,JEA,All,7.41,6.175,Residential,11/16/2017
1067,JEA,All,3.99,3.325,Residential,1/10/2018
1068,JEA,All,7.125,5.9375,Residential,11/13/2017
1069,JEA,All,10.35,8.625,Residential,2/16/2018
1070,JEA,All,14.75,12.29166667,Residential,11/1/2017
1071,JEA,All,3.5,2.916666667,Residential,12/19/2017
1072,JEA,All,7.98,6.65,Residential,11/16/2017
1073,JEA,All,5.415,4.5125,Residential,1/10/2018
1074,JEA,All,9.44,7.866666667,Residential,11/7/2017
1075,JEA,All,5.8,4.833333333,Residential,1/23/2018
1076,JEA,All,9.735,8.1125,Residential,11/13/2017
1077,JEA,All,5.03,4.191666667,Residential,11/16/2017
1078,JEA,All,8.7,7.25,Residential,1/23/2018
1079,JEA,All,6.38,5.316666667,Residential,12/5/2017
1080,JEA,All,11.4,9.5,Residential,11/30/2017
1081,JEA,All,9.18,7.65,Residential,4/2/2018
1082,JEA,All,11.8,9.833333333,Residential,1/19/2018
1083,JEA,All,13.32,11.1,Residential,2/16/2018
1084,JEA,All,7.125,5.9375,Residential,1/12/2018
1085,JEA,All,5.13,4.275,Residential,2/1/2018
1086,JEA,All,12,10,Residential,1/19/2018
1087,JEA,All,9.45,7.875,Residential,12/18/2017
1088,JEA,All,9.76,8.133333333,Residential,12/14/2017
1089,JEA,All,11.21,9.341666667,Residential,9/5/2018
1090,JEA,All,3.99,3.325,Residential,1/26/2018
1091,JEA,All,2.28,1.9,Residential,1/5/2018
1092,JEA,All,6.38,5.316666667,Residential,4/5/2018
1093,JEA,All,18.09,15.075,Residential,12/14/2017
1094,JEA,All,9,7.5,Residential,12/22/2017
1095,JEA,All,13.68,11.4,Residential,12/27/2017
1096,JEA,All,13.86,11.55,Residential,1/23/2018
1097,JEA,All,10.45,8.708333333,Residential,12/18/2017
1098,JEA,All,4.275,3.5625,Residential,4/2/2018
1099,JEA,All,13.338,11.115,Residential,4/2/2018
1100,JEA,All,6.6,5.5,Residential,2/16/2018
1101,JEA,All,4.26,3.55,Residential,1/18/2018
1102,JEA,All,6.38,5.316666667,Residential,1/30/2018
1103,JEA,All,5.4,4.5,Residential,1/23/2018
1104,JEA,All,5.7,4.75,Residential,4/5/2018
1105,JEA,All,8.26,6.883333333,Residential,2/8/2018
1106,JEA,All,3.55,2.958333333,Residential,2/7/2018
1107,JEA,All,7.8,6.5,Residential,1/10/2018
1108,JEA,All,11.69,9.741666667,Residential,2/16/2018
1109,JEA,All,7.2,6,Residential,1/10/2018
1110,JEA,All,17.1,14.25,Residential,1/11/2018
1111,JEA,All,4.32,3.6,Residential,2/1/2018
1112,JEA,All,8.84,7.366666667,Residential,2/14/2018
1113,JEA,All,11.39,9.491666667,Residential,1/24/2018
1114,JEA,All,8.4,7,Residential,1/12/2018
1115,JEA,All,9.9,8.25,Residential,2/13/2018
1116,JEA,All,7.71,6.425,Residential,2/26/2018
1117,JEA,All,10.08,8.4,Residential,3/19/2018
1118,JEA,All,7.5,6.25,Residential,1/18/2018
1119,JEA,All,24.12,20.1,Residential,1/24/2018
1120,JEA,All,4.8,4,Residential,1/23/2018
1121,JEA,All,6.39,5.325,Residential,1/31/2018
1122,JEA,All,5.68,4.733333333,Residential,4/9/2018
1123,JEA,All,10.62,8.85,Residential,1/24/2018
1124,JEA,All,6.9,5.75,Residential,1/23/2018
1125,JEA,All,7.8,6.5,Residential,1/24/2018
1126,JEA,All,9,7.5,Residential,4/3/2018
1127,JEA,All,7.8,6.5,Residential,1/24/2018
1128,JEA,All,13.2,11,Residential,2/1/2018
1129,JEA,All,7.2,6,Residential,2/8/2018
1130,JEA,All,8.4,7,Residential,2/8/2018
1131,JEA,All,8.4,7,Residential,2/8/2018
1132,JEA,All,8.85,7.375,Residential,2/13/2018
1133,JEA,All,7.8,6.5,Residential,2/6/2018
1134,JEA,All,6.39,5.325,Residential,2/13/2018
1135,JEA,All,5.68,4.733333333,Residential,2/13/2018
1136,JEA,All,11.4,9.5,Residential,3/15/2018
1137,JEA,All,9.44,7.866666667,Residential,2/13/2018
1138,JEA,All,8.04,6.7,Residential,4/3/2018
1139,JEA,All,4.97,4.141666667,Residential,2/13/2018
1140,JEA,All,14.1,11.75,Residential,2/16/2018
1141,JEA,All,9.86,8.216666667,Residential,2/16/2018
1142,JEA,All,5.22,4.35,Residential,2/13/2018
1143,JEA,All,7.83,6.525,Residential,2/16/2018
1144,JEA,All,7.2,6,Residential,2/16/2018
1145,JEA,All,4.64,3.866666667,Residential,2/27/2018
1146,JEA,All,8,6.666666667,Residential,8/29/2018
1147,JEA,All,9.15,7.625,Residential,2/27/2018
1148,JEA,All,8.4,7,Residential,2/13/2018
1149,JEA,All,8.26,6.883333333,Residential,2/13/2018
1150,JEA,All,10.62,8.85,Residential,2/27/2018
1151,JEA,All,7.97,6.641666667,Residential,2/13/2018
1152,JEA,All,8.56,7.133333333,Residential,2/14/2018
1153,JEA,All,13.81,11.50833333,Residential,2/13/2018
1154,JEA,All,10.33,8.608333333,Residential,4/2/2018
1155,JEA,All,8.99,7.491666667,Residential,4/2/2018
1156,JEA,All,6.67,5.558333333,Residential,4/3/2018
1157,JEA,All,4.64,3.866666667,Residential,2/28/2018
1158,JEA,All,7.83,6.525,Residential,2/16/2018
1159,JEA,All,8.85,7.375,Residential,2/16/2018
1160,JEA,All,11.505,9.5875,Residential,4/4/2018
1161,JEA,All,7.965,6.6375,Residential,3/14/2018
1162,JEA,All,5,4.166666667,Residential,4/4/2018
1163,JEA,All,10.89,9.075,Residential,4/11/2018
1164,JEA,All,7.67,6.391666667,Residential,2/16/2018
1165,JEA,All,12,10,Residential,3/20/2018
1166,JEA,All,6.38,5.316666667,Residential,3/12/2018
1167,JEA,All,7.9,6.583333333,Residential,3/21/2018
1168,JEA,All,7.93,6.608333333,Residential,3/28/2018
1169,JEA,All,9.44,7.866666667,Residential,4/2/2018
1170,JEA,All,7.67,6.391666667,Residential,2/16/2018
1171,JEA,All,7.08,5.9,Residential,2/16/2018
1172,JEA,All,7.08,5.9,Residential,2/16/2018
1173,JEA,All,5.4,4.5,Residential,3/7/2018
1174,JEA,All,14.95,12.45833333,Residential,4/2/2018
1175,JEA,All,9.44,7.866666667,Residential,3/13/2018
1176,JEA,All,7.08,5.9,Residential,2/27/2018
1177,JEA,All,6.4,5.333333333,Residential,3/13/2018
1178,JEA,All,13.2,11,Residential,3/13/2018
1179,JEA,All,11.5,9.583333333,Residential,2/27/2018
1180,JEA,All,10.03,8.358333333,Residential,4/2/2018
1181,JEA,All,10.6,8.833333333,Residential,2/28/2018
1182,JEA,All,10.33,8.608333333,Residential,2/27/2018
1183,JEA,All,4.42,3.683333333,Residential,3/28/2018
1184,JEA,All,8.26,6.883333333,Residential,4/2/2018
1185,JEA,All,16.52,13.76666667,Residential,4/2/2018
1186,JEA,All,9.44,7.866666667,Residential,3/14/2018
1187,JEA,All,7.67,6.391666667,Residential,3/29/2018
1188,JEA,All,15.6,13,Residential,3/28/2018
1189,JEA,All,5.28,4.4,Residential,4/2/2018
1190,JEA,All,7.97,6.641666667,Residential,3/22/2018
1191,JEA,All,9.3,7.75,Residential,3/19/2018
1192,JEA,All,8.85,7.375,Residential,3/21/2018
1193,JEA,All,19.5,16.25,Residential,4/2/2018
1194,JEA,All,5.1,4.25,Residential,4/9/2018
1195,JEA,All,12.06,10.05,Residential,4/20/2018
1196,JEA,All,10.03,8.358333333,Residential,4/4/2018
1197,JEA,All,6.49,5.408333333,Residential,3/12/2018
1198,JEA,All,10.92,9.1,Residential,4/2/2018
1199,JEA,All,9.44,7.866666667,Residential,3/28/2018
1200,JEA,All,4.8,4,Residential,4/3/2018
1201,JEA,All,7.08,5.9,Residential,4/2/2018
1202,JEA,All,19.4,16.16666667,Residential,4/2/2018
1203,JEA,All,6.69,5.575,Residential,3/19/2018
1204,JEA,All,6.48,5.4,Residential,3/19/2018
1205,JEA,All,6.48,5.4,Residential,3/21/2018
1206,JEA,All,5,4.166666667,Residential,4/3/2018
1207,JEA,All,9.28,7.733333333,Residential,4/2/2018
1208,JEA,All,11.52,9.6,Residential,4/2/2018
1209,JEA,All,8.96,7.466666667,Residential,4/2/2018
1210,JEA,All,10.26,8.55,Residential,4/2/2018
1211,JEA,All,10.5,8.75,Residential,4/2/2018
1212,JEA,All,21.12,17.6,Residential,4/2/2018
1213,JEA,All,19.52,16.26666667,Residential,4/2/2018
1214,JEA,All,8.85,7.375,Residential,4/2/2018
1215,JEA,All,8.85,7.375,Residential,4/2/2018
1216,JEA,All,8.85,7.375,Residential,4/2/2018
1217,JEA,All,9.44,7.866666667,Residential,4/2/2018
1218,JEA,All,9.15,7.625,Residential,4/2/2018
1219,JEA,All,4.13,3.441666667,Residential,4/2/2018
1220,JEA,All,4.13,3.441666667,Residential,4/2/2018
1221,JEA,All,7.97,6.641666667,Residential,3/23/2018
1222,JEA,All,13.28,11.06666667,Residential,4/2/2018
1223,JEA,All,8.41,7.008333333,Residential,4/9/2018
1224,JEA,All,4.26,3.55,Residential,4/2/2018
1225,JEA,All,9.36,7.8,Residential,4/2/2018
1226,JEA,All,27.52,22.93333333,Residential,4/2/2018
1227,JEA,All,9.74,8.116666667,Residential,4/3/2018
1228,JEA,All,9.86,8.216666667,Residential,4/5/2018
1229,JEA,All,6.38,5.316666667,Residential,4/26/2018
1230,JEA,All,2.88,2.4,Residential,4/3/2018
1231,JEA,All,8.85,7.375,Residential,4/2/2018
1232,JEA,All,7.08,5.9,Residential,4/2/2018
1233,JEA,All,11.8,9.833333333,Residential,4/3/2018
1234,JEA,All,3.48,2.9,Residential,4/2/2018
1235,JEA,All,18,15,Residential,4/6/2018
1236,JEA,All,8.12,6.766666667,Residential,4/16/2018
1237,JEA,All,8.41,7.008333333,Residential,4/2/2018
1238,JEA,All,9.86,8.216666667,Residential,4/2/2018
1239,JEA,All,5.22,4.35,Residential,3/23/2018
1240,JEA,All,7.83,6.525,Residential,4/2/2018
1241,JEA,All,11.8,9.833333333,Residential,4/2/2018
1242,JEA,All,14.04,11.7,Residential,4/2/2018
1243,JEA,All,11.21,9.341666667,Residential,4/2/2018
1244,JEA,All,24.48,20.4,Residential,4/2/2018
1245,JEA,All,3,2.5,Residential,4/2/2018
1246,JEA,All,7,5.833333333,Residential,4/2/2018
1247,JEA,All,7.5,6.25,Residential,4/6/2018
1248,JEA,All,4.26,3.55,Residential,4/18/2018
1249,JEA,All,2.4,2,Residential,4/2/2018
1250,JEA,All,3.54,2.95,Residential,8/27/2018
1251,JEA,All,6.09,5.075,Residential,4/2/2018
1252,JEA,All,8.1,6.75,Residential,4/2/2018
1253,JEA,All,3,2.5,Residential,8/20/2018
1254,JEA,All,5.4,4.5,Residential,10/4/2018
1255,JEA,All,4.8,4,Residential,9/21/2018
1256,JEA,All,7.5,6.25,Residential,2/20/2019
1257,JEA,All,10.2,8.5,Residential,12/3/2018
1258,JEA,All,15.34,12.78333333,Residential,5/8/2018
1259,JEA,All,4.26,3.55,Residential,5/7/2018
1260,JEA,All,4.72,3.933333333,Residential,4/30/2018
1261,JEA,All,9,7.5,Residential,6/8/2018
1262,JEA,All,8.12,6.766666667,Residential,5/24/2018
1263,JEA,All,5.04,4.2,Residential,5/4/2018
1264,JEA,All,2.95,2.458333333,Residential,5/1/2018
1265,JEA,All,7.83,6.525,Residential,6/8/2018
1266,JEA,All,7.83,6.525,Residential,5/22/2018
1267,JEA,All,6.96,5.8,Residential,5/22/2018
1268,JEA,All,3.83,3.191666667,Residential,5/23/2018
1269,JEA,All,7.83,6.525,Residential,5/24/2018
1270,JEA,All,7.63,6.358333333,Residential,5/23/2018
1271,JEA,All,7.25,6.041666667,Residential,6/5/2018
1272,JEA,All,15.34,12.78333333,Residential,6/20/2018
1273,JEA,All,5.86,4.883333333,Residential,5/9/2018
1274,JEA,All,7.83,6.525,Residential,4/11/2018
1275,JEA,All,5.31,4.425,Residential,5/30/2018
1276,JEA,All,6.96,5.8,Residential,6/8/2018
1277,JEA,All,7.83,6.525,Residential,6/20/2018
1278,JEA,All,6.67,5.558333333,Residential,6/12/2018
1279,JEA,All,8.12,6.766666667,Residential,7/2/2018
1280,JEA,All,7.83,6.525,Residential,6/8/2018
1281,JEA,All,4.97,4.141666667,Residential,5/22/2018
1282,JEA,All,7.32,6.1,Residential,5/22/2018
1283,JEA,All,3.55,2.958333333,Residential,6/6/2018
1284,JEA,All,4.35,3.625,Residential,5/23/2018
1285,JEA,All,6.96,5.8,Residential,7/6/2018
1286,JEA,All,9.86,8.216666667,Residential,4/30/2018
1287,JEA,All,9.28,7.733333333,Residential,5/22/2018
1288,JEA,All,4.97,4.141666667,Residential,7/10/2018
1289,JEA,All,7.08,5.9,Residential,6/8/2018
1290,JEA,All,9.44,7.866666667,Residential,6/27/2018
1291,JEA,All,11.8,9.833333333,Residential,5/30/2018
1292,JEA,All,7.83,6.525,Residential,8/2/2018
1293,JEA,All,7.83,6.525,Residential,8/3/2018
1294,JEA,All,7.1,5.916666667,Residential,7/2/2018
1295,JEA,All,7.83,6.525,Residential,8/9/2017
1296,JEA,All,5.1,4.25,Residential,7/13/2018
1297,JEA,All,6.49,5.408333333,Residential,8/20/2018
1298,JEA,All,9.23,7.691666667,Residential,7/6/2018
1299,JEA,All,4.32,3.6,Residential,8/1/2018
1300,JEA,All,11.6,9.666666667,Residential,6/27/2018
1301,JEA,All,7.83,6.525,Residential,8/23/2018
1302,JEA,All,5.98,4.983333333,Residential,8/7/2018
1303,JEA,All,3.55,2.958333333,Residential,8/23/2018
1304,JEA,All,5.68,4.733333333,Residential,7/20/2018
1305,JEA,All,3.55,2.958333333,Residential,7/24/2018
1306,JEA,All,4.26,3.55,Residential,7/10/2018
1307,JEA,All,6.6,5.5,Residential,7/17/2018
1308,JEA,All,9.15,7.625,Residential,7/17/2018
1309,JEA,All,8.5,7.083333333,Residential,10/12/2018
1310,JEA,All,5.5,4.583333333,Residential,10/24/2018
1311,JEA,All,4.72,3.933333333,Residential,10/24/2018
1312,JEA,All,11.59,9.658333333,Residential,8/14/2018
1313,JEA,All,3.55,2.958333333,Residential,7/27/2018
1314,JEA,All,5.13,4.275,Residential,2/21/2019
1315,JEA,All,6.38,5.316666667,Residential,8/2/2018
1316,JEA,All,8.23,6.858333333,Residential,7/17/2018
1317,JEA,All,8.54,7.116666667,Residential,8/21/2018
1318,JEA,All,6.7,5.583333333,Residential,7/19/2018
1319,JEA,All,4.06,3.383333333,Residential,1/29/2019
1320,JEA,All,4.26,3.55,Residential,9/6/2018
1321,JEA,All,7.83,6.525,Residential,8/9/2018
1322,JEA,All,9.7,8.083333333,Residential,8/9/2018
1323,JEA,All,4.26,3.55,Residential,10/26/2018
1324,JEA,All,8.4,7,Residential,8/1/2018
1325,JEA,All,7.7,6.416666667,Residential,10/16/2018
1326,JEA,All,11.89,9.908333333,Residential,9/28/2018
1327,JEA,All,3.5,2.916666667,Residential,10/16/2018
1328,JEA,All,5.68,4.733333333,Residential,10/16/2018
1329,JEA,All,13.865,11.55416667,Residential,8/3/2018
1330,JEA,All,11.28,9.4,Residential,1/10/2019
1331,JEA,All,10.37,8.641666667,Residential,10/12/2018
1332,JEA,All,7.83,6.525,Residential,8/29/2018
1333,JEA,All,3.5,2.916666667,Residential,10/4/2018
1334,JEA,All,7.83,6.525,Residential,10/12/2018
1335,JEA,All,9.76,8.133333333,Residential,9/28/2018
1336,JEA,All,9.779,8.149166667,Residential,12/14/2018
1337,JEA,All,5.85,4.875,Residential,9/7/2018
1338,JEA,All,17.4,14.5,Residential,4/10/2019
1339,JEA,All,9.15,7.625,Residential,10/9/2018
1340,JEA,All,6.49,5.408333333,Residential,11/2/2018
1341,JEA,All,11.36,9.466666667,Residential,11/9/2018
1342,JEA,All,8.55,7.125,Residential,10/24/2018
1343,JEA,All,4.32,3.6,Residential,10/17/2018
1344,JEA,All,7.83,6.525,Residential,11/7/2018
1345,JEA,All,7.83,6.525,Residential,10/17/2018
1346,JEA,All,7.73,6.441666667,Residential,11/7/2018
1347,JEA,All,9.15,7.625,Residential,10/16/2018
1348,JEA,All,3,2.5,Residential,10/24/2018
1349,JEA,All,6.12,5.1,Residential,10/26/2018
1350,JEA,All,9.76,8.133333333,Residential,11/15/2018
1351,JEA,All,3.6,3,Residential,11/2/2018
1352,JEA,All,6.71,5.591666667,Residential,10/29/2018
1353,JEA,All,5.04,4.2,Residential,10/12/2018
1354,JEA,All,12.6,10.5,Residential,2/5/2019
1355,JEA,All,7.83,6.525,Residential,10/16/2018
1356,JEA,All,7.3,6.083333333,Residential,12/7/2018
1357,JEA,All,7.32,6.1,Residential,10/25/2018
1358,JEA,All,7,5.833333333,Residential,1/24/2019
1359,JEA,All,7.83,6.525,Residential,10/25/2018
1360,JEA,All,4.06,3.383333333,Residential,1/4/2019
1361,JEA,All,7.93,6.608333333,Residential,11/15/2018
1362,JEA,All,8.4,7,Residential,11/28/2018
1363,JEA,All,7.83,6.525,Residential,11/27/2018
1364,JEA,All,9.76,8.133333333,Residential,10/25/2018
1365,JEA,All,15.9,13.25,Residential,12/4/2018
1366,JEA,All,3.6,3,Residential,1/25/2019
1367,JEA,All,9.76,8.133333333,Residential,11/28/2018
1368,JEA,All,6.09,5.075,Residential,11/30/2018
1369,JEA,All,6.96,5.8,Residential,12/7/2018
1370,JEA,All,7.2,6,Residential,11/27/2018
1371,JEA,All,7.8,6.5,Residential,11/27/2018
1372,JEA,All,7.54,6.283333333,Residential,11/29/2018
1373,JEA,All,7.67,6.391666667,Residential,2/20/2019
1374,JEA,All,5.2,4.333333333,Residential,10/26/2018
1375,JEA,All,10.15,8.458333333,Residential,1/3/2019
1376,JEA,All,10.2,8.5,Residential,1/3/2019
1377,JEA,All,7.93,6.608333333,Residential,12/11/2018
1378,JEA,All,3.6,3,Residential,12/11/2018
1379,JEA,All,12.58,10.48333333,Residential,4/18/2019
1380,JEA,All,8.54,7.116666667,Residential,12/14/2018
1381,JEA,All,5.5,4.583333333,Residential,12/11/2018
1382,JEA,All,9.15,7.625,Residential,2/27/2019
1383,JEA,All,7.54,6.283333333,Residential,12/7/2018
1384,JEA,All,5.8,4.833333333,Residential,3/27/2019
1385,JEA,All,6.96,5.8,Residential,2/1/2019
1386,JEA,All,5.42,4.516666667,Residential,12/11/2018
1387,JEA,All,4.32,3.6,Residential,1/3/2019
1388,JEA,All,12.35,10.29166667,Residential,11/28/2018
1389,JEA,All,8.7,7.25,Residential,1/14/2019
1390,JEA,All,15.25,12.70833333,Residential,1/23/2019
1391,JEA,All,7.2,6,Residential,2/5/2019
1392,JEA,All,7.32,6.1,Residential,12/14/2018
1393,JEA,All,7.2,6,Residential,1/31/2019
1394,JEA,All,10.08,8.4,Residential,2/5/2019
1395,JEA,All,12.1,10.08333333,Residential,1/30/2019
1396,JEA,All,7.01,5.841666667,Residential,1/3/2019
1397,JEA,All,6.1,5.083333333,Residential,1/10/2019
1398,JEA,All,8.45,7.041666667,Residential,1/16/2019
1399,JEA,All,12.2,10.16666667,Residential,1/10/2019
1400,JEA,All,7.44,6.2,Residential,1/8/2019
1401,JEA,All,7.5,6.25,Residential,1/24/2019
1402,JEA,All,10.8,9,Residential,1/23/2019
1403,JEA,All,5.2,4.333333333,Residential,1/14/2019
1404,JEA,All,3.77,3.141666667,Residential,2/21/2019
1405,JEA,All,6.5,5.416666667,Residential,1/23/2019
1406,JEA,All,5.22,4.35,Residential,2/22/2019
1407,JEA,All,15.3,12.75,Residential,1/8/2019
1408,JEA,All,5.17,4.308333333,Residential,1/31/2019
1409,JEA,All,6.6,5.5,Residential,2/20/2019
1410,JEA,All,6.9,5.75,Residential,1/25/2019
1411,JEA,All,7.7,6.416666667,Residential,12/18/2018
1412,JEA,All,8.68,7.233333333,Residential,1/16/2019
1413,JEA,All,55.6,46.33333333,Residential,8/20/2020
1414,JEA,All,18.36,15.3,Residential,2/27/2019
1415,JEA,All,6.12,5.1,Residential,2/27/2019
1416,JEA,All,8.1,6.75,Residential,1/31/2019
1417,JEA,All,6.6,5.5,Residential,1/31/2019
1418,JEA,All,7.3,6.083333333,Residential,1/31/2019
1419,JEA,All,7.3,6.083333333,Residential,1/29/2019
1420,JEA,All,12.9,10.75,Residential,2/21/2019
1421,JEA,All,8.03,6.691666667,Residential,3/1/2019
1422,JEA,All,9.92,8.266666667,Residential,3/7/2019
1423,JEA,All,10.8,9,Residential,3/12/2019
1424,JEA,All,12.48,10.4,Residential,3/12/2019
1425,JEA,All,5.76,4.8,Residential,2/5/2019
1426,JEA,All,6.4,5.333333333,Residential,2/20/2019
1427,JEA,All,7.08,5.9,Residential,3/12/2019
1428,JEA,All,6,5,Residential,2/21/2019
1429,JEA,All,8.1,6.75,Residential,6/5/2019
1430,JEA,All,6,5,Residential,4/10/2019
1431,JEA,All,9.9,8.25,Residential,3/7/2019
1432,JEA,All,12,10,Residential,4/16/2019
1433,JEA,All,11.1,9.25,Residential,3/7/2019
1434,JEA,All,6.825,5.6875,Residential,2/22/2019
1435,JEA,All,9.6,8,Residential,4/30/2019
1436,JEA,All,4.32,3.6,Residential,3/19/2019
1437,JEA,All,3.9,3.25,Residential,3/28/2019
1438,JEA,All,7.97,6.641666667,Residential,6/7/2019
1439,JEA,All,3.25,2.708333333,Residential,3/27/2019
1440,JEA,All,8.1,6.75,Residential,2/21/2020
1441,JEA,All,6.82,5.683333333,Residential,5/29/2019
1442,JEA,All,9.72,8.1,Residential,5/16/2019
1443,JEA,All,7.3,6.083333333,Residential,5/7/2019
1444,JEA,All,7.3,6.083333333,Residential,4/12/2019
1445,JEA,All,17.52,14.6,Residential,4/3/2019
1446,JEA,All,6.1,5.083333333,Residential,5/10/2019
1447,JEA,All,5.28,4.4,Residential,4/9/2019
1448,JEA,All,7.93,6.608333333,Residential,8/6/2019
1449,JEA,All,9.3,7.75,Residential,5/7/2019
1450,JEA,All,7.44,6.2,Residential,6/4/2019
1451,JEA,All,7.2,6,Residential,4/12/2019
1452,JEA,All,7.98,6.65,Residential,4/30/2019
1453,JEA,All,8.06,6.716666667,Residential,4/24/2019
1454,JEA,All,7.8,6.5,Residential,4/2/2019
1455,JEA,All,9,7.5,Residential,5/22/2019
1456,JEA,All,8.06,6.716666667,Residential,6/5/2019
1457,JEA,All,7.5,6.25,Residential,5/21/2019
1458,JEA,All,4.8,4,Residential,5/22/2019
1459,JEA,All,7.2,6,Residential,4/9/2019
1460,JEA,All,7.2,6,Residential,5/7/2019
1461,JEA,All,8.68,7.233333333,Residential,6/4/2019
1462,JEA,All,11.88,9.9,Residential,4/9/2019
1463,JEA,All,6.6,5.5,Residential,5/29/2019
1464,JEA,All,9.3,7.75,Residential,6/12/2019
1465,JEA,All,6.6,5.5,Residential,4/16/2019
1466,JEA,All,7.8,6.5,Residential,4/19/2019
1467,JEA,All,7.8,6.5,Residential,4/24/2019
1468,JEA,All,7.8,6.5,Residential,4/30/2019
1469,JEA,All,6.6,5.5,Residential,5/30/2019
1470,JEA,All,8.4,7,Residential,5/7/2019
1471,JEA,All,11.4,9.5,Residential,9/19/2019
1472,JEA,All,7.92,6.6,Residential,8/15/2019
1473,JEA,All,4.8,4,Residential,5/16/2019
1474,JEA,All,9.72,8.1,Residential,6/7/2019
1475,JEA,All,5.4,4.5,Residential,5/16/2019
1476,JEA,All,10.8,9,Residential,5/31/2019
1477,JEA,All,9.9,8.25,Residential,5/29/2019
1478,JEA,All,6.6,5.5,Residential,6/20/2019
1479,JEA,All,5.22,4.35,Residential,10/23/2019
1480,JEA,All,7.8,6.5,Residential,4/30/2019
1481,JEA,All,13.68,11.4,Residential,9/17/2019
1482,JEA,All,3.9,3.25,Residential,6/4/2019
1483,JEA,All,3.25,2.708333333,Residential,6/7/2019
1484,JEA,All,4.2,3.5,Residential,6/13/2019
1485,JEA,All,8.4,7,Residential,5/30/2019
1486,JEA,All,9,7.5,Residential,7/3/2019
1487,JEA,All,6.3,5.25,Residential,6/18/2019
1488,JEA,All,6,5,Residential,6/4/2019
1489,JEA,All,11.52,9.6,Residential,8/14/2019
1490,JEA,All,7.8,6.5,Residential,6/13/2019
1491,JEA,All,5.185,4.320833333,Residential,8/12/2019
1492,JEA,All,7.8,6.5,Residential,6/18/2019
1493,JEA,All,8.775,7.3125,Residential,7/9/2019
1494,JEA,All,4.55,3.791666667,Residential,6/21/2019
