Record,Utility,Service Zip,System Size DC,System Size AC,Customer Sector,App Approved Date
1982,JEA,All,7.04,5.866666667,Residential,8/24/2020
1983,JEA,All,7.2,6,Residential,7/6/2020
1984,JEA,All,6,5,Residential,7/15/2020
1985,JEA,All,6.72,5.6,Residential,4/2/2021
1986,JEA,All,10.2,8.5,Residential,6/20/2019
1987,JEA,All,7.8,6.5,Residential,6/24/2020
1988,JEA,All,6.4,5.333333333,Residential,12/16/2020
1989,JEA,All,8.84,7.366666667,Residential,1/21/2021
1990,JEA,All,8.16,6.8,Residential,12/15/2020
1991,JEA,All,9.52,7.933333333,Residential,12/17/2020
1992,JEA,All,14.3,11.91666667,Residential,12/11/2020
1993,JEA,All,10.24,8.533333333,Residential,12/21/2020
1994,JEA,All,10.53,8.775,Residential,1/28/2021
1995,JEA,All,8.5,7.083333333,Residential,12/15/2020
1996,JEA,All,8,6.666666667,Residential,12/14/2020
1997,JEA,All,9.57,7.975,Residential,1/13/2021
1998,JEA,All,6.8,5.666666667,Residential,1/16/2021
1999,JEA,All,6,5,Residential,5/26/2020
2000,JEA,All,11.4,9.5,Residential,5/28/2020
2001,JEA,All,9.45,7.875,Residential,1/28/2021
2002,JEA,All,12.78,10.65,Residential,4/15/2021
2003,JEA,All,12.78,10.65,Residential,7/21/2021
2004,JEA,All,10.88,9.066666667,Residential,1/13/2021
2005,JEA,All,7.29,6.075,Residential,2/10/2021
2006,JEA,All,3.78,3.15,Residential,1/14/2021
2007,JEA,All,5.62,4.683333333,Residential,12/2/2020
2008,JEA,All,10.395,8.6625,Residential,1/13/2021
2009,JEA,All,6.4,5.333333333,Residential,1/16/2021
2010,JEA,All,6.54,5.45,Residential,2/9/2021
2011,JEA,All,3.9,3.25,Residential,1/14/2021
2012,JEA,All,13,10.83333333,Residential,12/17/2020
2013,JEA,All,5.99,4.991666667,Residential,1/13/2021
2014,JEA,All,7.08,5.9,Residential,4/2/2018
2015,JEA,All,12.8,10.66666667,Residential,2/12/2021
2016,JEA,All,8.5,7.083333333,Residential,1/14/2021
2017,JEA,All,6.3,5.25,Residential,1/7/2021
2018,JEA,All,2.84,2.366666667,Residential,2/20/2021
2019,JEA,All,4.95,4.125,Residential,1/13/2021
2020,JEA,All,7.26,6.05,Residential,1/13/2021
2021,JEA,All,10.08,8.4,Residential,4/7/2021
2022,JEA,All,11.76,9.8,Residential,5/4/2016
2023,JEA,All,6.75,5.625,Residential,7/23/2021
2024,JEA,All,13.26,11.05,Residential,1/16/2021
2025,JEA,All,14.57,12.14166667,Residential,4/6/2021
2026,JEA,All,8.88,7.4,Residential,3/8/2021
2027,JEA,All,297.75,248.125,NonResidential,6/11/2020
2028,JEA,All,9.28,7.733333333,Residential,2/16/2021
2029,JEA,All,6.8,5.666666667,Residential,1/13/2021
2030,JEA,All,10.23,8.525,Residential,6/11/2021
2031,JEA,All,4.86,4.05,Residential,6/3/2015
2032,JEA,All,5.8,4.833333333,Residential,1/28/2021
2033,JEA,All,10.4,8.666666667,Residential,11/12/2019
2034,JEA,All,15.62,13.01666667,Residential,7/6/2021
2035,JEA,All,14.2,11.83333333,Residential,8/12/2021
2036,JEA,All,5.4,4.5,Residential,6/25/2010
2037,JEA,All,8.1,6.75,Residential,12/22/2016
2038,JEA,All,10.4,8.666666667,Residential,11/19/2020
2039,JEA,All,7.3,6.083333333,Residential,1/14/2019
2040,JEA,All,8.37,6.975,Residential,2/5/2019
2041,JEA,All,11.88,9.9,Residential,7/8/2021
2042,JEA,All,5.04,4.2,Residential,7/8/2021
2043,JEA,All,12.07,10.05833333,Residential,6/23/2021
2044,JEA,All,6.46,5.383333333,Residential,2/16/2021
2045,JEA,All,8.8,7.333333333,Residential,4/1/2021
2046,JEA,All,14,11.66666667,Residential,4/2/2021
2047,JEA,All,8.64,7.2,Residential,8/21/2019
2048,JEA,All,6.39,5.325,Residential,8/9/2021
2049,JEA,All,6.1,5.083333333,Residential,2/16/2021
2050,JEA,All,5,4.166666667,Residential,8/11/2015
2051,JEA,All,10.295,8.579166667,Residential,8/4/2021
2052,JEA,All,5.355,4.4625,Residential,4/2/2021
2053,JEA,All,11.9,9.916666667,Residential,5/5/2021
2054,JEA,All,10.4,8.666666667,Residential,10/22/2020
2055,JEA,All,5.9,4.916666667,Residential,5/29/2019
2056,JEA,All,13.235,11.02916667,Residential,7/9/2019
2057,JEA,All,11.01,9.175,Residential,4/15/2021
2058,JEA,All,10.52,8.766666667,Residential,8/23/2021
2059,JEA,All,4.97,4.141666667,Residential,4/19/2021
2060,JEA,All,13.49,11.24166667,Residential,10/19/2021
2061,JEA,All,11.56,9.633333333,Residential,5/7/2021
2062,JEA,All,9.52,7.933333333,Residential,4/15/2021
2063,JEA,All,10.4,8.666666667,Residential,12/4/2018
2064,JEA,All,12.8,10.66666667,Residential,3/29/2021
2065,JEA,All,4.615,3.845833333,Residential,5/28/2021
2066,JEA,All,5.94,4.95,Residential,4/5/2021
2067,JEA,All,7.56,6.3,Residential,6/23/2021
2068,JEA,All,8.16,6.8,Residential,3/24/2021
2069,JEA,All,13.49,11.24166667,Residential,8/11/2021
2070,JEA,All,15.12,12.6,Residential,4/20/2021
2071,JEA,All,12.75,10.625,Residential,4/2/2018
2072,JEA,All,10.65,8.875,Residential,9/1/2021
2073,JEA,All,9.15,7.625,Residential,1/16/2021
2074,JEA,All,5.76,4.8,Residential,6/23/2021
2075,JEA,All,10.95,9.125,Residential,4/2/2021
2076,JEA,All,11.005,9.170833333,Residential,4/15/2021
2077,JEA,All,6.39,5.325,Residential,6/28/2021
2078,JEA,All,9.28,7.733333333,Residential,2/23/2017
2079,JEA,All,7.8,6.5,Residential,2/16/2021
2080,JEA,All,8.16,6.8,Residential,4/5/2021
2081,JEA,All,6.4,5.333333333,Residential,12/11/2020
2082,JEA,All,5.76,4.8,Residential,4/19/2021
2083,JEA,All,10.8,9,Residential,2/15/2017
2084,JEA,All,11.55,9.625,Residential,6/9/2021
2085,JEA,All,8.8,7.333333333,Residential,10/12/2021
2086,JEA,All,7.455,6.2125,Residential,8/12/2021
2087,JEA,All,3.99,3.325,Residential,11/9/2015
2088,JEA,All,7.8,6.5,Residential,3/31/2014
2089,JEA,All,5.04,4.2,Residential,6/16/2021
2090,JEA,All,5.22,4.35,Residential,7/10/2017
2091,JEA,All,8.5,7.083333333,Residential,6/24/2021
2092,JEA,All,6.72,5.6,Residential,1/28/2021
2093,JEA,All,12.32,10.26666667,Residential,4/4/2012
2094,JEA,All,12.8,10.66666667,NonResidential,5/13/2016
2095,JEA,All,5.67,4.725,Residential,6/1/2021
2096,JEA,All,9.94,8.283333333,Residential,7/23/2021
2097,JEA,All,6.3,5.25,Residential,6/11/2021
2098,JEA,All,10.26,8.55,Residential,6/11/2021
2099,JEA,All,13.6,11.33333333,Residential,6/11/2021
2100,JEA,All,6.09,5.075,Residential,9/8/2016
2101,JEA,All,5,4.166666667,Residential,9/16/2016
2102,JEA,All,11.56,9.633333333,Residential,6/23/2021
2103,JEA,All,7.56,6.3,Residential,6/1/2021
2104,JEA,All,7.83,6.525,Residential,3/31/2016
2105,JEA,All,17.75,14.79166667,Residential,5/5/2021
2106,JEA,All,13.135,10.94583333,Residential,10/29/2021
2107,JEA,All,9.45,7.875,Residential,6/9/2021
2108,JEA,All,10.56,8.8,Residential,6/24/2021
2109,JEA,All,13,10.83333333,Residential,6/15/2021
2110,JEA,All,8.395,6.995833333,Residential,8/12/2021
2111,JEA,All,14.7,12.25,Residential,6/25/2021
2112,JEA,All,13.14,10.95,Residential,8/30/2021
2113,JEA,All,10.65,8.875,Residential,1/13/2021
2114,JEA,All,7.92,6.6,Residential,9/8/2016
2115,JEA,All,3.99,3.325,Residential,2/23/2017
2116,JEA,All,5.1,4.25,Residential,9/13/2021
2117,JEA,All,6.12,5.1,Residential,10/20/2021
2118,JEA,All,8.04,6.7,Residential,3/20/2018
2119,JEA,All,9.52,7.933333333,Residential,10/20/2021
2120,JEA,All,6.1,5.083333333,Residential,6/27/2018
2121,JEA,All,4.08,3.4,Residential,11/1/2021
2122,JEA,All,8.76,7.3,Residential,10/29/2021
2123,JEA,All,11.6,9.666666667,Residential,8/12/2021
2124,JEA,All,8.25,6.875,Residential,10/29/2021
2125,JEA,All,7.91,6.591666667,Residential,9/17/2021
2126,JEA,All,6.44,5.366666667,Residential,12/9/2010
2127,JEA,All,8.16,6.8,Residential,9/24/2021
2128,JEA,All,7.245,6.0375,Residential,11/2/2021
2129,JEA,All,6.49,5.408333333,Residential,3/10/2017
2130,JEA,All,6.6,5.5,Residential,8/28/2019
2131,JEA,All,9,7.5,Residential,3/19/2021
2132,JEA,All,7.29,6.075,Residential,12/23/2015
2133,JEA,All,5.7,4.75,Residential,9/1/2016
2134,JEA,All,5.48,4.566666667,Residential,10/29/2021
2135,JEA,All,10.2,8.5,Residential,10/18/2021
2136,JEA,All,11.68,9.733333333,Residential,8/12/2021
2137,JEA,All,11.36,9.466666667,Residential,5/13/2021
2138,JEA,All,8.96,7.466666667,Residential,5/17/2017
2139,JEA,All,7.02,5.85,Residential,12/21/2015
2140,JEA,All,7.02,5.85,Residential,9/24/2015
2141,JEA,All,10.07,8.391666667,Residential,3/24/2021
2142,JEA,All,7.82,6.516666667,Residential,8/5/2021
2143,JEA,All,5.78,4.816666667,Residential,7/21/2021
2144,JEA,All,12.8,10.66666667,Residential,1/14/2021
2145,JEA,All,9.6,8,Residential,2/27/2018
2146,JEA,All,0.1,0.083333333,NonResidential,8/23/2010
2147,JEA,All,7.9,6.583333333,NonResidential,11/9/2009
2148,JEA,All,26,21.66666667,NonResidential,12/2/2008
2149,JEA,All,6,5,NonResidential,1/30/2008
2150,JEA,All,25.272,21.06,NonResidential,6/25/2009
2151,JEA,All,2.475,2.0625,NonResidential,5/11/2006
2152,JEA,All,3.6,3,NonResidential,10/14/2009
2153,JEA,All,10,8.333333333,NonResidential,1/28/2010
2154,JEA,All,25.2,21,NonResidential,4/14/2010
2155,JEA,All,6.24,5.2,NonResidential,6/22/2010
2156,JEA,All,14.06,11.71666667,NonResidential,5/26/2010
2157,JEA,All,16.26,13.55,NonResidential,3/29/2016
2158,JEA,All,4.92,4.1,NonResidential,2/16/2011
2159,JEA,All,54.7,45.58333333,NonResidential,7/29/2015
2160,JEA,All,10,8.333333333,NonResidential,6/7/2011
2161,JEA,All,26.4,22,NonResidential,7/9/2012
2162,JEA,All,2.8,2.333333333,NonResidential,1/7/2013
2163,JEA,All,0.98,0.816666667,NonResidential,3/14/2013
2164,JEA,All,0.98,0.816666667,NonResidential,3/8/2013
2165,JEA,All,0.98,0.816666667,NonResidential,3/8/2013
2166,JEA,All,0.98,0.816666667,NonResidential,3/12/2013
2167,JEA,All,0.98,0.816666667,NonResidential,3/12/2013
2168,JEA,All,0.98,0.816666667,NonResidential,3/15/2013
2169,JEA,All,0.98,0.816666667,NonResidential,3/12/2013
2170,JEA,All,59.28,49.4,NonResidential,8/22/2013
2171,JEA,All,7.2,6,NonResidential,12/3/2013
2172,JEA,All,16.64,13.86666667,NonResidential,1/15/2014
2173,JEA,All,50,41.66666667,NonResidential,6/11/2014
2174,JEA,All,41.56,34.63333333,NonResidential,12/7/2015
2175,JEA,All,9.99,8.325,NonResidential,1/20/2016
2176,JEA,All,7.04,5.866666667,NonResidential,5/12/2016
2177,JEA,All,10.88,9.066666667,NonResidential,5/12/2016
2178,JEA,All,57.6,48,NonResidential,1/17/2017
2179,JEA,All,49.28,41.06666667,NonResidential,10/31/2017
2180,JEA,All,49.92,41.6,NonResidential,10/31/2017
2181,JEA,All,49.28,41.06666667,NonResidential,10/31/2017
2182,JEA,All,49.92,41.6,NonResidential,10/31/2017
2183,JEA,All,44.16,36.8,NonResidential,10/31/2017
2184,JEA,All,35.52,29.6,NonResidential,10/31/2017
2185,JEA,All,42.56,35.46666667,NonResidential,10/31/2017
2186,JEA,All,49.92,41.6,NonResidential,10/31/2017
2187,JEA,All,49.92,41.6,NonResidential,10/31/2017
2188,JEA,All,49.92,41.6,NonResidential,10/31/2017
2189,JEA,All,49.92,41.6,NonResidential,10/31/2017
2190,JEA,All,49.92,41.6,NonResidential,10/31/2017
2191,JEA,All,57.8,48.16666667,NonResidential,4/10/2017
2192,JEA,All,57.8,48.16666667,NonResidential,4/10/2017
2193,JEA,All,19.8,16.5,NonResidential,4/21/2017
2194,JEA,All,937.71,781.425,NonResidential,12/5/2017
2195,JEA,All,937.71,781.425,NonResidential,12/5/2017
2196,JEA,All,40.3,33.58333333,NonResidential,10/26/2017
2197,JEA,All,115.94,96.61666667,NonResidential,4/3/2018
2198,JEA,All,18.88,15.73333333,NonResidential,1/26/2018
2199,JEA,All,787.32,656.1,NonResidential,9/5/2018
2200,JEA,All,10,8.333333333,NonResidential,4/2/2018
2201,JEA,All,36.58,30.48333333,NonResidential,4/2/2018
2202,JEA,All,78,65,NonResidential,6/28/2018
2203,JEA,All,973.2,811,NonResidential,5/3/2019
2204,JEA,All,623.8,519.8333333,NonResidential,10/30/2018
2205,JEA,All,75.24,62.7,NonResidential,12/4/2018
2206,JEA,All,80.19,66.825,NonResidential,12/4/2018
2207,JEA,All,341.22,284.35,NonResidential,12/4/2018
2208,JEA,All,37.62,31.35,NonResidential,12/4/2018
2209,JEA,All,57.7,48.08333333,NonResidential,10/4/2018
2210,JEA,All,110.2,91.83333333,NonResidential,5/29/2019
2211,JEA,All,38.4,32,NonResidential,1/24/2020
2212,JEA,All,28.8,24,NonResidential,1/24/2020
2213,JEA,All,28.8,24,NonResidential,1/24/2020
2214,JEA,All,28.8,24,NonResidential,1/24/2020
2215,JEA,All,38.4,32,NonResidential,6/10/2020
2216,JEA,All,28.8,24,NonResidential,1/24/2020
2217,JEA,All,20.48,17.06666667,NonResidential,6/10/2020
2218,JEA,All,18.88,15.73333333,NonResidential,6/10/2020
2219,JEA,All,22.72,18.93333333,NonResidential,6/10/2020
2220,JEA,All,577.8,481.5,NonResidential,12/20/2019
