Allocation Row Number,CEC Forecast Years,Spatial ID,Output DER Types,Value
3216,2026,92114,Electric Vehicles,0.16931796
3217,2026,92115,Electric Vehicles,0.38981909
3218,2026,92116,Electric Vehicles,0.43085901
3219,2026,92117,Electric Vehicles,0.60186654
3220,2026,92118,Electric Vehicles,1.05195664
3221,2026,92119,Electric Vehicles,0.22707176
3222,2026,92120,Electric Vehicles,0.44022381
3223,2026,92121,Electric Vehicles,0.29388762
3224,2026,92122,Electric Vehicles,0.74567944
3225,2026,92123,Electric Vehicles,0.60587947
3226,2026,92124,Electric Vehicles,0.34236439
3227,2026,92126,Electric Vehicles,0.78377546
3228,2026,92127,Electric Vehicles,1.67944426
3229,2026,92128,Electric Vehicles,0.78823117
3230,2026,92129,Electric Vehicles,1.05565281
3231,2026,92130,Electric Vehicles,2.26682756
3232,2026,92131,Electric Vehicles,1.01347024
3233,2026,92132,Electric Vehicles,0
3234,2026,92136,Electric Vehicles,0.0040868
3235,2026,92139,Electric Vehicles,0.08019694
3236,2026,92145,Electric Vehicles,0.00208338
3237,2026,92152,Electric Vehicles,0.00181648
3238,2026,92154,Electric Vehicles,0.30012582
3239,2026,92158,Electric Vehicles,0
3240,2026,92161,Electric Vehicles,0
3241,2026,92173,Electric Vehicles,0.04755801
3242,2026,92179,Electric Vehicles,0
3243,2026,92182,Electric Vehicles,0.02006959
3244,2026,92199,Electric Vehicles,0
3245,2026,92536,Electric Vehicles,0.00084552
3246,2026,92624,Electric Vehicles,0.19603145
3247,2026,92629,Electric Vehicles,1.01788926
3248,2026,92651,Electric Vehicles,0.21584629
3249,2026,92653,Electric Vehicles,0.56669007
3250,2026,92656,Electric Vehicles,0.17287258
3251,2026,92672,Electric Vehicles,1.54829538
3252,2026,92673,Electric Vehicles,1.38332597
3253,2026,92674,Electric Vehicles,0.01509662
3254,2026,92675,Electric Vehicles,0.97500148
3255,2026,92676,Electric Vehicles,0.09526809
3256,2026,92677,Electric Vehicles,1.96553619
3257,2026,92679,Electric Vehicles,0.42515584
3258,2026,92688,Electric Vehicles,0.13623526
3259,2026,92690,Electric Vehicles,0.01956746
3260,2026,92691,Electric Vehicles,0.27868643
3261,2026,92692,Electric Vehicles,0.44743025
3262,2026,92693,Electric Vehicles,0.00461422
3263,2026,92694,Electric Vehicles,1.61255168
3264,2026,92697,Electric Vehicles,0.04781939
3265,2027,91901,Electric Vehicles,0.18212421
3266,2027,91902,Electric Vehicles,0.22595783
3267,2027,91905,Electric Vehicles,0.00265274
3268,2027,91906,Electric Vehicles,0.01590944
3269,2027,91910,Electric Vehicles,0.35830059
3270,2027,91911,Electric Vehicles,0.26505217
3271,2027,91913,Electric Vehicles,0.46118716
3272,2027,91914,Electric Vehicles,0.32217819
3273,2027,91915,Electric Vehicles,0.32640773
3274,2027,91916,Electric Vehicles,0.00762025
3275,2027,91917,Electric Vehicles,0.00967029
3276,2027,91931,Electric Vehicles,0
3277,2027,91932,Electric Vehicles,0.13873462
3278,2027,91934,Electric Vehicles,0.00373417
3279,2027,91935,Electric Vehicles,0.130171
3280,2027,91941,Electric Vehicles,0.49609687
3281,2027,91942,Electric Vehicles,0.25365284
3282,2027,91945,Electric Vehicles,0.09867934
3283,2027,91948,Electric Vehicles,0.00131771
3284,2027,91950,Electric Vehicles,0.12665522
3285,2027,91962,Electric Vehicles,0.01747187
3286,2027,91963,Electric Vehicles,0.00119267
3287,2027,91977,Electric Vehicles,0.25159351
3288,2027,91978,Electric Vehicles,0.04594169
3289,2027,91980,Electric Vehicles,0.00438612
3290,2027,92003,Electric Vehicles,0.12402896
3291,2027,92004,Electric Vehicles,0.02074914
3292,2027,92007,Electric Vehicles,0.3967589
3293,2027,92008,Electric Vehicles,0.72044941
3294,2027,92009,Electric Vehicles,1.65445382
3295,2027,92010,Electric Vehicles,1.61001546
3296,2027,92011,Electric Vehicles,1.63443054
3297,2027,92014,Electric Vehicles,0.90601639
3298,2027,92019,Electric Vehicles,0.3085221
3299,2027,92020,Electric Vehicles,0.25751972
3300,2027,92021,Electric Vehicles,0.27817024
3301,2027,92024,Electric Vehicles,1.89748002
3302,2027,92025,Electric Vehicles,0.36378235
3303,2027,92026,Electric Vehicles,0.43014801
3304,2027,92027,Electric Vehicles,0.34980766
3305,2027,92028,Electric Vehicles,0.45885412
3306,2027,92029,Electric Vehicles,0.4273808
3307,2027,92036,Electric Vehicles,0.01916349
3308,2027,92037,Electric Vehicles,1.82884314
3309,2027,92040,Electric Vehicles,0.23102556
3310,2027,92054,Electric Vehicles,0.41632395
3311,2027,92055,Electric Vehicles,0.00683213
3312,2027,92056,Electric Vehicles,0.5043128
3313,2027,92057,Electric Vehicles,0.56218414
3314,2027,92058,Electric Vehicles,0.25887521
3315,2027,92059,Electric Vehicles,0.00856927
3316,2027,92060,Electric Vehicles,0.0050204
3317,2027,92061,Electric Vehicles,0.02082099
3318,2027,92064,Electric Vehicles,1.00928404
3319,2027,92065,Electric Vehicles,0.38112987
3320,2027,92066,Electric Vehicles,0
3321,2027,92067,Electric Vehicles,0.81671163
3322,2027,92068,Electric Vehicles,0
3323,2027,92069,Electric Vehicles,0.45154122
3324,2027,92070,Electric Vehicles,0.00506016
3325,2027,92071,Electric Vehicles,0.37714855
3326,2027,92072,Electric Vehicles,0.00802987
3327,2027,92075,Electric Vehicles,0.50792856
3328,2027,92078,Electric Vehicles,1.14804678
3329,2027,92081,Electric Vehicles,0.00751652
3330,2027,92082,Electric Vehicles,0.2473425
3331,2027,92083,Electric Vehicles,0.19895933
3332,2027,92084,Electric Vehicles,0.43128326
3333,2027,92085,Electric Vehicles,0.00291715
3334,2027,92086,Electric Vehicles,0.01317398
3335,2027,92091,Electric Vehicles,0.28819179
3336,2027,92092,Electric Vehicles,0.00765984
3337,2027,92093,Electric Vehicles,0.22353029
3338,2027,92096,Electric Vehicles,0.007029
3339,2027,92101,Electric Vehicles,0.76987242
3340,2027,92102,Electric Vehicles,0.23999602
3341,2027,92103,Electric Vehicles,0.81655463
3342,2027,92104,Electric Vehicles,0.55789496
3343,2027,92105,Electric Vehicles,0.17090283
3344,2027,92106,Electric Vehicles,0.56416009
3345,2027,92107,Electric Vehicles,0.55126868
3346,2027,92108,Electric Vehicles,0.33292187
3347,2027,92109,Electric Vehicles,0.85048903
3348,2027,92110,Electric Vehicles,0.36190624
3349,2027,92111,Electric Vehicles,0.46636332
3350,2027,92112,Electric Vehicles,0.04919592
3351,2027,92113,Electric Vehicles,0.16007177
3352,2027,92114,Electric Vehicles,0.1760279
3353,2027,92115,Electric Vehicles,0.40656645
3354,2027,92116,Electric Vehicles,0.45093012
3355,2027,92117,Electric Vehicles,0.62890205
3356,2027,92118,Electric Vehicles,1.10831473
3357,2027,92119,Electric Vehicles,0.23679543
3358,2027,92120,Electric Vehicles,0.4614524
3359,2027,92121,Electric Vehicles,0.30998721
3360,2027,92122,Electric Vehicles,0.78323539
3361,2027,92123,Electric Vehicles,0.63780177
3362,2027,92124,Electric Vehicles,0.35835339
3363,2027,92126,Electric Vehicles,0.81967717
3364,2027,92127,Electric Vehicles,1.77192623
3365,2027,92128,Electric Vehicles,0.82601196
3366,2027,92129,Electric Vehicles,1.11000939
3367,2027,92130,Electric Vehicles,2.38489557
3368,2027,92131,Electric Vehicles,1.06715479
3369,2027,92132,Electric Vehicles,0
3370,2027,92136,Electric Vehicles,0.00424525
3371,2027,92139,Electric Vehicles,0.08338761
3372,2027,92145,Electric Vehicles,0.00220361
3373,2027,92152,Electric Vehicles,0.00186265
3374,2027,92154,Electric Vehicles,0.31262423
3375,2027,92158,Electric Vehicles,0
3376,2027,92161,Electric Vehicles,0
3377,2027,92173,Electric Vehicles,0.04941762
3378,2027,92179,Electric Vehicles,0
3379,2027,92182,Electric Vehicles,0.02100902
3380,2027,92199,Electric Vehicles,0
3381,2027,92536,Electric Vehicles,0.00087352
3382,2027,92624,Electric Vehicles,0.20647481
3383,2027,92629,Electric Vehicles,1.07494289
3384,2027,92651,Electric Vehicles,0.2254041
3385,2027,92653,Electric Vehicles,0.59595772
3386,2027,92656,Electric Vehicles,0.18234065
3387,2027,92672,Electric Vehicles,1.63079932
3388,2027,92673,Electric Vehicles,1.45764308
3389,2027,92674,Electric Vehicles,0.01585192
3390,2027,92675,Electric Vehicles,1.02863607
3391,2027,92676,Electric Vehicles,0.10099694
3392,2027,92677,Electric Vehicles,2.07308784
3393,2027,92679,Electric Vehicles,0.44677364
3394,2027,92688,Electric Vehicles,0.14341818
3395,2027,92690,Electric Vehicles,0.02060894
3396,2027,92691,Electric Vehicles,0.29296062
3397,2027,92692,Electric Vehicles,0.47081681
3398,2027,92693,Electric Vehicles,0.00482182
3399,2027,92694,Electric Vehicles,1.69405347
3400,2027,92697,Electric Vehicles,0.04943663
3401,2028,91901,Electric Vehicles,0.20023344
3402,2028,91902,Electric Vehicles,0.24958408
3403,2028,91905,Electric Vehicles,0.0028581
3404,2028,91906,Electric Vehicles,0.01730012
3405,2028,91910,Electric Vehicles,0.39118823
3406,2028,91911,Electric Vehicles,0.2883484
3407,2028,91913,Electric Vehicles,0.51626542
3408,2028,91914,Electric Vehicles,0.3602398
3409,2028,91915,Electric Vehicles,0.36391668
3410,2028,91916,Electric Vehicles,0.00819499
3411,2028,91917,Electric Vehicles,0.01051738
3412,2028,91931,Electric Vehicles,0
3413,2028,91932,Electric Vehicles,0.15165974
3414,2028,91934,Electric Vehicles,0.00400898
3415,2028,91935,Electric Vehicles,0.1433253
3416,2028,91941,Electric Vehicles,0.54765467
3417,2028,91942,Electric Vehicles,0.27659848
3418,2028,91945,Electric Vehicles,0.1072837
3419,2028,91948,Electric Vehicles,0.00142423
3420,2028,91950,Electric Vehicles,0.13762758
3421,2028,91962,Electric Vehicles,0.01937898
3422,2028,91963,Electric Vehicles,0.00127266
3423,2028,91977,Electric Vehicles,0.27463646
3424,2028,91978,Electric Vehicles,0.05044513
3425,2028,91980,Electric Vehicles,0.0054558
3426,2028,92003,Electric Vehicles,0.13827768
3427,2028,92004,Electric Vehicles,0.02237444
3428,2028,92007,Electric Vehicles,0.44531872
3429,2028,92008,Electric Vehicles,0.8054794
3430,2028,92009,Electric Vehicles,1.86729207
3431,2028,92010,Electric Vehicles,1.81189609
3432,2028,92011,Electric Vehicles,1.84228655
3433,2028,92014,Electric Vehicles,1.00333921
3434,2028,92019,Electric Vehicles,0.33686001
3435,2028,92020,Electric Vehicles,0.27912598
3436,2028,92021,Electric Vehicles,0.30238087
3437,2028,92024,Electric Vehicles,2.12590361
3438,2028,92025,Electric Vehicles,0.39875094
3439,2028,92026,Electric Vehicles,0.47054242
3440,2028,92027,Electric Vehicles,0.38147148
3441,2028,92028,Electric Vehicles,0.50506755
3442,2028,92029,Electric Vehicles,0.47377499
3443,2028,92036,Electric Vehicles,0.02074699
3444,2028,92037,Electric Vehicles,2.02365806
3445,2028,92040,Electric Vehicles,0.25189582
3446,2028,92054,Electric Vehicles,0.45896415
3447,2028,92055,Electric Vehicles,0.00728056
3448,2028,92056,Electric Vehicles,0.55485409
3449,2028,92057,Electric Vehicles,0.6223575
3450,2028,92058,Electric Vehicles,0.28532547
3451,2028,92059,Electric Vehicles,0.0091822
3452,2028,92060,Electric Vehicles,0.00540752
3453,2028,92061,Electric Vehicles,0.0224837
3454,2028,92064,Electric Vehicles,1.1200008
3455,2028,92065,Electric Vehicles,0.41887592
3456,2028,92066,Electric Vehicles,0
3457,2028,92067,Electric Vehicles,0.89654923
3458,2028,92068,Electric Vehicles,0
3459,2028,92069,Electric Vehicles,0.4985419
3460,2028,92070,Electric Vehicles,0.00543853
3461,2028,92071,Electric Vehicles,0.41298167
3462,2028,92072,Electric Vehicles,0.0088474
3463,2028,92075,Electric Vehicles,0.56776993
3464,2028,92078,Electric Vehicles,1.29392774
3465,2028,92081,Electric Vehicles,0.00822177
3466,2028,92082,Electric Vehicles,0.27168831
3467,2028,92083,Electric Vehicles,0.21807129
3468,2028,92084,Electric Vehicles,0.47451686
3469,2028,92085,Electric Vehicles,0.00317067
3470,2028,92086,Electric Vehicles,0.01472999
3471,2028,92091,Electric Vehicles,0.31588451
3472,2028,92092,Electric Vehicles,0.00840879
3473,2028,92093,Electric Vehicles,0.23094339
3474,2028,92096,Electric Vehicles,0.00723578
3475,2028,92101,Electric Vehicles,0.85230426
3476,2028,92102,Electric Vehicles,0.26299185
3477,2028,92103,Electric Vehicles,0.91482693
3478,2028,92104,Electric Vehicles,0.61820259
3479,2028,92105,Electric Vehicles,0.18634287
3480,2028,92106,Electric Vehicles,0.63095649
3481,2028,92107,Electric Vehicles,0.61330085
3482,2028,92108,Electric Vehicles,0.37018191
3483,2028,92109,Electric Vehicles,0.94610409
3484,2028,92110,Electric Vehicles,0.40152748
3485,2028,92111,Electric Vehicles,0.51273988
3486,2028,92112,Electric Vehicles,0.05511147
3487,2028,92113,Electric Vehicles,0.17474085
3488,2028,92114,Electric Vehicles,0.19151913
3489,2028,92115,Electric Vehicles,0.44598545
3490,2028,92116,Electric Vehicles,0.49892783
3491,2028,92117,Electric Vehicles,0.69310539
3492,2028,92118,Electric Vehicles,1.24434444
3493,2028,92119,Electric Vehicles,0.25968187
3494,2028,92120,Electric Vehicles,0.51253504
3495,2028,92121,Electric Vehicles,0.3495426
3496,2028,92122,Electric Vehicles,0.87427682
3497,2028,92123,Electric Vehicles,0.71589006
3498,2028,92124,Electric Vehicles,0.39660584
3499,2028,92126,Electric Vehicles,0.9052147
3500,2028,92127,Electric Vehicles,1.9980321
3501,2028,92128,Electric Vehicles,0.91681753
3502,2028,92129,Electric Vehicles,1.24237477
3503,2028,92130,Electric Vehicles,2.66964209
3504,2028,92131,Electric Vehicles,1.19820162
3505,2028,92132,Electric Vehicles,0
3506,2028,92136,Electric Vehicles,0.00460994
3507,2028,92139,Electric Vehicles,0.09075756
3508,2028,92145,Electric Vehicles,0.00250174
3509,2028,92152,Electric Vehicles,0.00195945
3510,2028,92154,Electric Vehicles,0.34175361
3511,2028,92158,Electric Vehicles,0
3512,2028,92161,Electric Vehicles,0
3513,2028,92173,Electric Vehicles,0.05369039
3514,2028,92179,Electric Vehicles,0
3515,2028,92182,Electric Vehicles,0.02320676
3516,2028,92199,Electric Vehicles,0
3517,2028,92536,Electric Vehicles,0.00093687
3518,2028,92624,Electric Vehicles,0.23205815
3519,2028,92629,Electric Vehicles,1.21528781
3520,2028,92651,Electric Vehicles,0.24752951
3521,2028,92653,Electric Vehicles,0.66690455
3522,2028,92656,Electric Vehicles,0.20555028
3523,2028,92672,Electric Vehicles,1.83100664
3524,2028,92673,Electric Vehicles,1.63804545
3525,2028,92674,Electric Vehicles,0.01767768
3526,2028,92675,Electric Vehicles,1.16063932
3527,2028,92676,Electric Vehicles,0.11526447
3528,2028,92677,Electric Vehicles,2.33632045
3529,2028,92679,Electric Vehicles,0.4986731
3530,2028,92688,Electric Vehicles,0.16096161
3531,2028,92690,Electric Vehicles,0.02315222
3532,2028,92691,Electric Vehicles,0.32765142
3533,2028,92692,Electric Vehicles,0.52783683
3534,2028,92693,Electric Vehicles,0.00531332
3535,2028,92694,Electric Vehicles,1.88820206
3536,2028,92697,Electric Vehicles,0.05295913
3537,2029,91901,Electric Vehicles,0.21697202
3538,2029,91902,Electric Vehicles,0.27160163
3539,2029,91905,Electric Vehicles,0.00303925
3540,2029,91906,Electric Vehicles,0.01855406
3541,2029,91910,Electric Vehicles,0.42113613
3542,2029,91911,Electric Vehicles,0.30938415
3543,2029,91913,Electric Vehicles,0.56870724
3544,2029,91914,Electric Vehicles,0.39639082
3545,2029,91915,Electric Vehicles,0.39940999
3546,2029,91916,Electric Vehicles,0.00870208
3547,2029,91917,Electric Vehicles,0.01128614
3548,2029,91931,Electric Vehicles,0
3549,2029,91932,Electric Vehicles,0.16347039
3550,2029,91934,Electric Vehicles,0.00425128
3551,2029,91935,Electric Vehicles,0.15551807
3552,2029,91941,Electric Vehicles,0.59565886
3553,2029,91942,Electric Vehicles,0.29748255
3554,2029,91945,Electric Vehicles,0.11504932
3555,2029,91948,Electric Vehicles,0.0015195
3556,2029,91950,Electric Vehicles,0.14750308
3557,2029,91962,Electric Vehicles,0.02116471
3558,2029,91963,Electric Vehicles,0.0013418
3559,2029,91977,Electric Vehicles,0.29560524
3560,2029,91978,Electric Vehicles,0.05458738
3561,2029,91980,Electric Vehicles,0.00661182
3562,2029,92003,Electric Vehicles,0.15174565
3563,2029,92004,Electric Vehicles,0.02381908
3564,2029,92007,Electric Vehicles,0.49131556
3565,2029,92008,Electric Vehicles,0.88606995
3566,2029,92009,Electric Vehicles,2.07034973
3567,2029,92010,Electric Vehicles,2.00363031
3568,2029,92011,Electric Vehicles,2.04018289
3569,2029,92014,Electric Vehicles,1.0924108
3570,2029,92019,Electric Vehicles,0.36271347
3571,2029,92020,Electric Vehicles,0.2985325
3572,2029,92021,Electric Vehicles,0.32424179
3573,2029,92024,Electric Vehicles,2.34140882
3574,2029,92025,Electric Vehicles,0.43087903
3575,2029,92026,Electric Vehicles,0.507548
3576,2029,92027,Electric Vehicles,0.41028908
3577,2029,92028,Electric Vehicles,0.54786431
3578,2029,92029,Electric Vehicles,0.51724471
3579,2029,92036,Electric Vehicles,0.02216337
3580,2029,92037,Electric Vehicles,2.20219598
3581,2029,92040,Electric Vehicles,0.27085811
3582,2029,92054,Electric Vehicles,0.49857129
3583,2029,92055,Electric Vehicles,0.00767074
3584,2029,92056,Electric Vehicles,0.60162451
3585,2029,92057,Electric Vehicles,0.67864085
3586,2029,92058,Electric Vehicles,0.30987051
3587,2029,92059,Electric Vehicles,0.00972006
3588,2029,92060,Electric Vehicles,0.00575346
3589,2029,92061,Electric Vehicles,0.02397182
3590,2029,92064,Electric Vehicles,1.22385795
3591,2029,92065,Electric Vehicles,0.45373557
3592,2029,92066,Electric Vehicles,0
3593,2029,92067,Electric Vehicles,0.96819223
3594,2029,92068,Electric Vehicles,0
3595,2029,92069,Electric Vehicles,0.54229363
3596,2029,92070,Electric Vehicles,0.00577187
3597,2029,92071,Electric Vehicles,0.44583141
3598,2029,92072,Electric Vehicles,0.00960441
3599,2029,92075,Electric Vehicles,0.62391614
3600,2029,92078,Electric Vehicles,1.43391409
3601,2029,92081,Electric Vehicles,0.00886674
3602,2029,92082,Electric Vehicles,0.29415728
3603,2029,92083,Electric Vehicles,0.23560889
3604,2029,92084,Electric Vehicles,0.51452241
3605,2029,92085,Electric Vehicles,0.00339835
3606,2029,92086,Electric Vehicles,0.01620625
3607,2029,92091,Electric Vehicles,0.34061205
3608,2029,92092,Electric Vehicles,0.00909933
3609,2029,92093,Electric Vehicles,0.23679116
3610,2029,92096,Electric Vehicles,0.00739727
3611,2029,92101,Electric Vehicles,0.92941022
3612,2029,92102,Electric Vehicles,0.28409981
3613,2029,92103,Electric Vehicles,1.00818032
3614,2029,92104,Electric Vehicles,0.67470811
3615,2029,92105,Electric Vehicles,0.2003443
3616,2029,92106,Electric Vehicles,0.69398345
3617,2029,92107,Electric Vehicles,0.67170877
3618,2029,92108,Electric Vehicles,0.40527998
3619,2029,92109,Electric Vehicles,1.03612433
3620,2029,92110,Electric Vehicles,0.43871978
3621,2029,92111,Electric Vehicles,0.55559781
3622,2029,92112,Electric Vehicles,0.06066232
3623,2029,92113,Electric Vehicles,0.1880831
3624,2029,92114,Electric Vehicles,0.20550537
3625,2029,92115,Electric Vehicles,0.48227629
3626,2029,92116,Electric Vehicles,0.54378378
3627,2029,92117,Electric Vehicles,0.75272085
3628,2029,92118,Electric Vehicles,1.37183909
3629,2029,92119,Electric Vehicles,0.28075019
3630,2029,92120,Electric Vehicles,0.56057213
3631,2029,92121,Electric Vehicles,0.38744092
3632,2029,92122,Electric Vehicles,0.9604088
3633,2029,92123,Electric Vehicles,0.79050305
3634,2029,92124,Electric Vehicles,0.43237347
3635,2029,92126,Electric Vehicles,0.98490164
3636,2029,92127,Electric Vehicles,2.21297717
3637,2029,92128,Electric Vehicles,1.00207322
3638,2029,92129,Electric Vehicles,1.36820474
3639,2029,92130,Electric Vehicles,2.9364797
3640,2029,92131,Electric Vehicles,1.32281771
3641,2029,92132,Electric Vehicles,0
3642,2029,92136,Electric Vehicles,0.00493824
3643,2029,92139,Electric Vehicles,0.09741442
3644,2029,92145,Electric Vehicles,0.0027906
3645,2029,92152,Electric Vehicles,0.00203867
3646,2029,92154,Electric Vehicles,0.36830313
3647,2029,92158,Electric Vehicles,0
3648,2029,92161,Electric Vehicles,0
3649,2029,92173,Electric Vehicles,0.05752833
3650,2029,92179,Electric Vehicles,0
3651,2029,92182,Electric Vehicles,0.0252021
3652,2029,92199,Electric Vehicles,0
3653,2029,92536,Electric Vehicles,0.00099292
3654,2029,92624,Electric Vehicles,0.25651397
3655,2029,92629,Electric Vehicles,1.34961334
3656,2029,92651,Electric Vehicles,0.26739686
3657,2029,92653,Electric Vehicles,0.73383874
3658,2029,92656,Electric Vehicles,0.22769312
3659,2029,92672,Electric Vehicles,2.01986142
3660,2029,92673,Electric Vehicles,1.8082347
3661,2029,92674,Electric Vehicles,0.01940167
3662,2029,92675,Electric Vehicles,1.28728263
3663,2029,92676,Electric Vehicles,0.12909314
3664,2029,92677,Electric Vehicles,2.58696522
3665,2029,92679,Electric Vehicles,0.54708671
3666,2029,92688,Electric Vehicles,0.17766838
3667,2029,92690,Electric Vehicles,0.02557451
3668,2029,92691,Electric Vehicles,0.36054307
3669,2029,92692,Electric Vehicles,0.58204231
3670,2029,92693,Electric Vehicles,0.00576852
3671,2029,92694,Electric Vehicles,2.06773171
3672,2029,92697,Electric Vehicles,0.05594022
3673,2030,91901,Electric Vehicles,0.23486695
3674,2030,91902,Electric Vehicles,0.29532805
3675,2030,91905,Electric Vehicles,0.00322395
3676,2030,91906,Electric Vehicles,0.01986172
3677,2030,91910,Electric Vehicles,0.45267192
3678,2030,91911,Electric Vehicles,0.33134455
3679,2030,91913,Electric Vehicles,0.62644626
3680,2030,91914,Electric Vehicles,0.43607076
3681,2030,91915,Electric Vehicles,0.438248
3682,2030,91916,Electric Vehicles,0.00922142
3683,2030,91917,Electric Vehicles,0.01209619
3684,2030,91931,Electric Vehicles,0
3685,2030,91932,Electric Vehicles,0.17594877
3686,2030,91934,Electric Vehicles,0.00449948
3687,2030,91935,Electric Vehicles,0.16858918
3688,2030,91941,Electric Vehicles,0.64729964
3689,2030,91942,Electric Vehicles,0.31946903
3690,2030,91945,Electric Vehicles,0.12315242
3691,2030,91948,Electric Vehicles,0.00161845
3692,2030,91950,Electric Vehicles,0.15778062
3693,2030,91962,Electric Vehicles,0.02309911
3694,2030,91963,Electric Vehicles,0.00141116
3695,2030,91977,Electric Vehicles,0.31766573
3696,2030,91978,Electric Vehicles,0.05899424
3697,2030,91980,Electric Vehicles,0.00805392
3698,2030,92003,Electric Vehicles,0.16645859
3699,2030,92004,Electric Vehicles,0.02530995
3700,2030,92007,Electric Vehicles,0.54144645
3701,2030,92008,Electric Vehicles,0.97427975
3702,2030,92009,Electric Vehicles,2.29325082
3703,2030,92010,Electric Vehicles,2.2131594
3704,2030,92011,Electric Vehicles,2.25698856
3705,2030,92014,Electric Vehicles,1.18596059
3706,2030,92019,Electric Vehicles,0.38998725
3707,2030,92020,Electric Vehicles,0.31869533
3708,2030,92021,Electric Vehicles,0.34706534
3709,2030,92024,Electric Vehicles,2.57534376
3710,2030,92025,Electric Vehicles,0.4650368
3711,2030,92026,Electric Vehicles,0.54674779
3712,2030,92027,Electric Vehicles,0.44061702
3713,2030,92028,Electric Vehicles,0.59371123
3714,2030,92029,Electric Vehicles,0.56434539
3715,2030,92036,Electric Vehicles,0.02362907
3716,2030,92037,Electric Vehicles,2.39000214
3717,2030,92040,Electric Vehicles,0.29078048
3718,2030,92054,Electric Vehicles,0.54111986
3719,2030,92055,Electric Vehicles,0.00806557
3720,2030,92056,Electric Vehicles,0.65168169
3721,2030,92057,Electric Vehicles,0.7395107
3722,2030,92058,Electric Vehicles,0.33621502
3723,2030,92059,Electric Vehicles,0.01026848
3724,2030,92060,Electric Vehicles,0.00611295
3725,2030,92061,Electric Vehicles,0.02551948
3726,2030,92064,Electric Vehicles,1.33640491
3727,2030,92065,Electric Vehicles,0.49097934
3728,2030,92066,Electric Vehicles,0
3729,2030,92067,Electric Vehicles,1.04192518
3730,2030,92068,Electric Vehicles,0
3731,2030,92069,Electric Vehicles,0.58941065
3732,2030,92070,Electric Vehicles,0.00611278
3733,2030,92071,Electric Vehicles,0.48066525
3734,2030,92072,Electric Vehicles,0.01041901
3735,2030,92075,Electric Vehicles,0.68450694
3736,2030,92078,Electric Vehicles,1.58899004
3737,2030,92081,Electric Vehicles,0.00954923
3738,2030,92082,Electric Vehicles,0.31814841
3739,2030,92083,Electric Vehicles,0.25422405
3740,2030,92084,Electric Vehicles,0.55733896
3741,2030,92085,Electric Vehicles,0.00363597
3742,2030,92086,Electric Vehicles,0.01782793
3743,2030,92091,Electric Vehicles,0.36594433
3744,2030,92092,Electric Vehicles,0.00983538
3745,2030,92093,Electric Vehicles,0.24217575
3746,2030,92096,Electric Vehicles,0.00754484
3747,2030,92101,Electric Vehicles,1.01280728
3748,2030,92102,Electric Vehicles,0.30650605
3749,2030,92103,Electric Vehicles,1.11047035
3750,2030,92104,Electric Vehicles,0.73589878
3751,2030,92105,Electric Vehicles,0.21501888
3752,2030,92106,Electric Vehicles,0.76244756
3753,2030,92107,Electric Vehicles,0.73519206
3754,2030,92108,Electric Vehicles,0.44350733
3755,2030,92109,Electric Vehicles,1.13398059
3756,2030,92110,Electric Vehicles,0.4791082
3757,2030,92111,Electric Vehicles,0.60142628
3758,2030,92112,Electric Vehicles,0.06667452
3759,2030,92113,Electric Vehicles,0.20211468
3760,2030,92114,Electric Vehicles,0.22009564
3761,2030,92115,Electric Vehicles,0.5209117
3762,2030,92116,Electric Vehicles,0.5922197
3763,2030,92117,Electric Vehicles,0.81671404
3764,2030,92118,Electric Vehicles,1.50908371
3765,2030,92119,Electric Vehicles,0.30317069
3766,2030,92120,Electric Vehicles,0.61278965
3767,2030,92121,Electric Vehicles,0.42944655
3768,2030,92122,Electric Vehicles,1.05445241
3769,2030,92123,Electric Vehicles,0.8729267
3770,2030,92124,Electric Vehicles,0.47102185
3771,2030,92126,Electric Vehicles,1.07075873
3772,2030,92127,Electric Vehicles,2.4479724
3773,2030,92128,Electric Vehicles,1.09454524
3774,2030,92129,Electric Vehicles,1.50630708
3775,2030,92130,Electric Vehicles,3.22378373
3776,2030,92131,Electric Vehicles,1.45934436
3777,2030,92132,Electric Vehicles,0
3778,2030,92136,Electric Vehicles,0.00527973
3779,2030,92139,Electric Vehicles,0.10436116
3780,2030,92145,Electric Vehicles,0.00311421
3781,2030,92152,Electric Vehicles,0.00211382
3782,2030,92154,Electric Vehicles,0.3962861
3783,2030,92158,Electric Vehicles,0
3784,2030,92161,Electric Vehicles,0
3785,2030,92173,Electric Vehicles,0.06151233
3786,2030,92179,Electric Vehicles,0
3787,2030,92182,Electric Vehicles,0.02729013
3788,2030,92199,Electric Vehicles,0
3789,2030,92536,Electric Vehicles,0.00105061
3790,2030,92624,Electric Vehicles,0.28350105
3791,2030,92629,Electric Vehicles,1.49757132
3792,2030,92651,Electric Vehicles,0.28784997
3793,2030,92653,Electric Vehicles,0.80651093
3794,2030,92656,Electric Vehicles,0.25200743
3795,2030,92672,Electric Vehicles,2.22466658
3796,2030,92673,Electric Vehicles,1.99279795
3797,2030,92674,Electric Vehicles,0.0212904
3798,2030,92675,Electric Vehicles,1.42743063
3799,2030,92676,Electric Vehicles,0.14458118
3800,2030,92677,Electric Vehicles,2.86153871
3801,2030,92679,Electric Vehicles,0.59896623
3802,2030,92688,Electric Vehicles,0.19601557
3803,2030,92690,Electric Vehicles,0.0282464
